student_id,subject,it1_score,it2_score,final_score,roll_avg_w4,roll_avg_w8,roll_avg_w12,assignment_avg,score_trend,weighted_score
STU0124,Python for AI,11.8,10.4,42.0,35.2,31.1,0,34.0,0,26.6
STU0124,Data Structures & Algorithms,32.4,24.2,87.8,51.0,53.4,0,56.2,0,58.1
STU0124,Statistics for AI,4.9,9.4,67.9,38.1,39.1,0,38.0,0,37.5
STU0125,Machine Learning,54.2,47.1,48.6,52.8,48.8,0,52.6,0,49.6
STU0125,Deep Learning,49.0,42.0,60.8,65.2,52.5,0,61.3,0,53.1
STU0125,Python for AI,29.0,20.3,14.9,30.1,31.3,0,29.6,0,19.8
STU0125,Data Structures & Algorithms,70.6,43.9,28.8,58.7,51.7,0,53.0,0,43.0
STU0125,Statistics for AI,89.9,78.4,69.4,80.1,79.8,0,82.7,0,76.8
STU0126,Machine Learning,51.6,68.0,50.4,53.6,60.0,0,57.2,0,55.1
STU0126,Deep Learning,73.8,50.7,73.0,72.6,75.7,0,78.6,0,67.6
STU0126,Python for AI,98.3,91.8,81.6,99.1,100.0,0,99.7,0,88.3
STU0126,Data Structures & Algorithms,35.8,39.9,31.1,39.7,44.7,0,40.5,0,34.5
STU0126,Statistics for AI,94.5,91.0,91.2,92.5,85.6,0,91.9,0,92.0
STU0127,Machine Learning,84.0,84.6,84.2,97.3,97.9,0,98.0,0,84.2
STU0127,Deep Learning,34.5,53.4,11.5,44.7,48.4,0,46.5,0,27.7
STU0127,Python for AI,82.5,75.9,90.3,100.0,89.6,0,94.9,0,84.7
STU0127,Data Structures & Algorithms,69.1,52.4,54.9,58.8,54.0,0,54.6,0,57.8
STU0127,Statistics for AI,59.1,57.6,33.6,73.3,68.6,0,65.9,0,46.0
STU0128,Machine Learning,12.4,4.8,9.7,21.3,8.5,0,13.2,0,9.1
STU0128,Deep Learning,0.0,15.6,12.3,15.3,17.8,0,18.6,0,10.1
STU0128,Python for AI,48.2,20.2,38.7,48.2,33.4,0,42.2,0,36.5
STU0128,Data Structures & Algorithms,16.1,0.0,2.9,27.6,12.8,0,18.1,0,5.5
STU0128,Statistics for AI,7.5,19.2,28.9,28.4,26.4,0,27.2,0,21.1
STU0129,Machine Learning,78.8,80.7,85.7,78.3,80.5,0,78.2,0,82.7
STU0129,Deep Learning,86.3,44.7,40.3,75.8,58.7,0,66.6,0,52.9
STU0129,Python for AI,49.6,50.9,33.5,49.1,50.9,0,48.4,0,41.9
STU0129,Data Structures & Algorithms,31.8,38.5,29.8,38.3,37.4,0,37.9,0,32.5
STU0129,Statistics for AI,49.2,54.2,31.5,61.1,48.1,0,50.8,0,41.6
STU0130,Machine Learning,21.0,15.7,45.9,44.3,37.9,0,39.8,0,32.1
STU0130,Deep Learning,49.1,45.1,80.1,79.2,79.2,0,79.0,0,63.6
STU0130,Python for AI,16.2,16.5,26.1,43.0,33.7,0,37.4,0,21.2
STU0130,Data Structures & Algorithms,0.0,10.7,52.8,43.8,38.6,0,40.7,0,29.1
STU0130,Statistics for AI,48.7,42.4,66.1,79.4,73.3,0,75.8,0,55.8
STU0131,Machine Learning,21.4,33.7,50.0,40.5,51.1,0,49.7,0,38.8
STU0131,Deep Learning,38.6,29.3,60.6,47.3,52.1,0,52.0,0,47.3
STU0131,Python for AI,46.0,62.7,70.5,67.0,66.8,0,71.4,0,62.4
STU0131,Data Structures & Algorithms,31.6,69.4,45.3,53.8,63.2,0,60.1,0,47.9
STU0131,Statistics for AI,46.7,39.0,53.7,54.4,54.2,0,59.1,0,48.3
STU0132,Machine Learning,23.9,7.8,30.9,33.1,31.3,0,33.7,0,23.4
STU0132,Deep Learning,88.3,87.4,93.5,100.0,100.0,0,100.0,0,90.7
STU0132,Python for AI,44.0,54.2,58.8,66.0,58.7,0,64.3,0,54.0
STU0132,Data Structures & Algorithms,22.7,9.7,27.9,35.0,32.0,0,35.6,0,22.0
STU0132,Statistics for AI,88.1,96.7,83.4,94.3,93.7,0,94.6,0,87.9
STU0133,Machine Learning,53.8,59.3,45.5,71.9,73.8,0,71.4,0,51.0
STU0133,Deep Learning,72.0,39.9,44.4,67.3,56.7,0,60.0,0,50.1
STU0133,Python for AI,53.8,57.8,68.3,71.1,74.5,0,74.0,0,62.0
STU0133,Data Structures & Algorithms,56.3,37.6,49.4,55.3,52.6,0,53.2,0,48.2
STU0133,Statistics for AI,69.3,68.0,41.9,80.9,76.5,0,76.5,0,55.3
STU0134,Machine Learning,62.8,91.3,82.3,89.0,86.3,0,88.3,0,79.7
STU0134,Deep Learning,74.2,85.7,93.8,92.3,92.8,0,95.0,0,86.9
STU0134,Python for AI,90.0,84.6,75.0,92.0,85.4,0,88.3,0,81.2
STU0134,Data Structures & Algorithms,85.8,98.9,86.0,100.0,100.0,0,100.0,0,89.2
STU0134,Statistics for AI,93.4,86.7,84.0,100.0,100.0,0,100.0,0,87.0
STU0135,Machine Learning,29.8,20.7,18.3,45.6,28.9,0,36.7,0,21.8
STU0135,Deep Learning,38.8,35.8,47.3,40.2,46.4,0,42.8,0,42.3
STU0135,Python for AI,26.8,39.5,23.9,32.1,37.5,0,34.0,0,28.5
STU0135,Data Structures & Algorithms,30.4,47.0,33.0,47.7,46.7,0,46.5,0,35.8
STU0135,Statistics for AI,75.1,76.5,46.9,66.5,64.2,0,65.8,0,61.4
STU0136,Machine Learning,24.4,40.3,89.1,69.1,73.2,0,70.1,0,60.7
STU0136,Deep Learning,60.3,55.5,98.2,81.9,79.9,0,80.8,0,78.0
STU0136,Python for AI,82.7,66.1,100.0,94.6,83.4,0,91.3,0,87.2
STU0136,Data Structures & Algorithms,5.0,4.1,46.4,32.6,35.7,0,35.4,0,25.5
STU0136,Statistics for AI,65.0,69.8,100.0,85.6,90.5,0,86.7,0,83.7
STU0137,Machine Learning,39.8,37.3,24.3,50.6,41.1,0,41.1,0,31.4
STU0137,Deep Learning,46.2,32.1,12.4,44.5,58.9,0,50.3,0,25.8
STU0137,Python for AI,43.9,35.9,43.6,43.8,55.6,0,50.4,0,41.8
STU0137,Data Structures & Algorithms,70.2,58.5,33.0,72.3,64.9,0,64.8,0,48.7
STU0137,Statistics for AI,48.9,50.8,64.6,57.7,64.1,0,60.1,0,57.2
STU0138,Machine Learning,0.0,15.3,0.0,29.2,26.6,0,25.3,0,3.8
STU0138,Deep Learning,0.0,3.9,0.0,8.3,10.7,0,8.9,0,1.0
STU0138,Python for AI,29.9,35.2,4.9,45.6,36.1,0,40.8,0,18.7
STU0138,Data Structures & Algorithms,33.5,13.5,15.4,34.8,30.7,0,30.8,0,19.5
STU0138,Statistics for AI,24.9,13.0,19.6,25.7,31.4,0,29.4,0,19.2
STU0139,Machine Learning,47.8,38.3,28.5,42.8,36.5,0,38.6,0,35.8
STU0139,Deep Learning,56.2,67.7,47.5,62.8,65.1,0,62.3,0,54.7
STU0139,Python for AI,37.6,16.2,25.7,50.7,40.2,0,43.1,0,26.3
STU0139,Data Structures & Algorithms,57.9,43.3,43.2,60.3,57.0,0,55.7,0,46.9
STU0139,Statistics for AI,70.2,64.1,79.7,77.3,82.7,0,78.1,0,73.4
STU0140,Machine Learning,8.8,17.0,75.1,45.8,42.0,0,51.0,0,44.0
STU0140,Deep Learning,34.8,33.8,44.5,43.8,44.4,0,45.3,0,39.4
STU0140,Python for AI,91.9,92.6,83.9,100.0,98.4,0,99.5,0,88.1
STU0140,Data Structures & Algorithms,87.2,84.0,98.1,100.0,99.5,0,99.8,0,91.8
STU0140,Statistics for AI,64.5,52.3,72.1,71.1,59.8,0,73.6,0,65.2
STU0141,Machine Learning,41.9,70.8,73.6,66.7,66.3,0,65.9,0,65.0
STU0141,Deep Learning,91.6,75.1,79.0,81.7,72.7,0,76.3,0,81.2
STU0141,Python for AI,58.3,53.3,81.7,60.9,69.4,0,65.1,0,68.7
STU0141,Data Structures & Algorithms,45.1,56.6,43.1,67.6,70.6,0,66.8,0,47.0
STU0141,Statistics for AI,65.3,57.5,64.9,74.4,68.0,0,72.5,0,63.1
STU0142,Machine Learning,21.8,29.0,68.0,46.5,51.1,0,48.6,0,46.7
STU0142,Deep Learning,65.2,45.5,92.1,80.3,86.4,0,85.0,0,73.7
STU0142,Python for AI,45.4,19.3,100.0,61.9,61.6,0,63.0,0,66.2
STU0142,Data Structures & Algorithms,38.3,29.5,97.9,60.3,58.9,0,62.3,0,65.9
STU0142,Statistics for AI,41.1,58.4,86.4,67.4,81.5,0,78.0,0,68.1
STU0143,Machine Learning,46.1,45.7,31.8,43.0,45.1,0,46.8,0,38.9
STU0143,Deep Learning,51.1,42.4,47.5,34.9,44.2,0,42.1,0,47.1
STU0143,Python for AI,55.2,71.9,71.7,56.2,57.6,0,61.0,0,67.6
STU0143,Data Structures & Algorithms,62.4,75.2,81.8,64.8,74.1,0,74.8,0,75.3
STU0143,Statistics for AI,42.0,86.5,69.5,61.8,73.5,0,71.5,0,66.9
STU0144,Machine Learning,4.8,51.8,38.5,40.3,57.4,0,47.7,0,33.4
STU0144,Deep Learning,67.6,74.3,100.0,92.9,83.3,0,90.0,0,85.5
STU0144,Python for AI,61.2,78.4,100.0,87.3,92.4,0,88.1,0,84.9
STU0144,Data Structures & Algorithms,52.8,76.7,100.0,91.0,96.8,0,93.1,0,82.4
STU0144,Statistics for AI,17.0,23.2,54.4,42.3,35.3,0,41.3,0,37.2
STU0145,Machine Learning,41.8,70.3,48.0,45.6,56.7,0,49.4,0,52.0
STU0145,Deep Learning,27.2,55.7,33.0,48.4,53.5,0,47.1,0,37.2
STU0145,Python for AI,55.1,36.5,27.0,56.5,40.3,0,49.8,0,36.4
STU0145,Data Structures & Algorithms,67.8,57.5,50.3,70.3,66.5,0,67.8,0,56.5
STU0145,Statistics for AI,80.9,50.1,52.0,61.4,56.5,0,61.8,0,58.7
STU0146,Machine Learning,71.5,72.0,83.3,82.6,73.8,0,77.7,0,77.5
STU0146,Deep Learning,70.2,42.2,60.0,65.4,57.5,0,61.9,0,58.1
STU0146,Python for AI,18.8,28.4,37.4,44.2,53.8,0,47.8,0,30.5
STU0146,Data Structures & Algorithms,31.2,27.1,31.1,37.2,29.2,0,32.4,0,30.1
STU0146,Statistics for AI,63.7,56.9,42.7,56.5,62.2,0,58.5,0,51.5
STU0147,Machine Learning,64.9,60.1,57.5,72.3,58.9,0,64.9,0,60.0
STU0147,Deep Learning,54.9,40.5,41.3,65.9,49.9,0,55.7,0,44.5
STU0147,Python for AI,60.0,69.4,71.5,73.9,67.9,0,68.9,0,68.1
STU0147,Data Structures & Algorithms,48.3,33.4,38.5,56.1,45.2,0,47.1,0,39.7
STU0147,Statistics for AI,40.7,49.5,23.4,38.0,39.7,0,37.6,0,34.3
STU0148,Machine Learning,24.1,57.1,32.3,53.1,52.8,0,49.0,0,36.5
STU0148,Deep Learning,46.4,33.5,40.0,64.6,54.6,0,57.7,0,40.0
STU0148,Python for AI,54.8,44.4,34.9,66.7,48.9,0,55.0,0,42.2
STU0148,Data Structures & Algorithms,46.9,45.9,22.9,38.9,34.9,0,37.6,0,34.6
STU0148,Statistics for AI,34.1,38.2,48.4,43.9,50.4,0,47.4,0,42.3
STU0149,Machine Learning,35.5,21.4,40.7,47.6,41.1,0,46.1,0,34.6
STU0149,Deep Learning,24.2,28.1,22.0,33.8,35.3,0,33.3,0,24.1
STU0149,Python for AI,48.2,21.8,38.4,56.4,44.8,0,50.2,0,36.7
STU0149,Data Structures & Algorithms,37.7,31.2,39.2,44.0,46.1,0,44.9,0,36.8
STU0149,Statistics for AI,7.9,19.1,20.0,25.2,31.1,0,27.9,0,16.7
STU0150,Machine Learning,48.3,26.4,40.5,45.7,43.3,0,42.8,0,38.9
STU0150,Deep Learning,71.9,75.5,48.8,76.0,69.1,0,70.5,0,61.3
STU0150,Python for AI,29.5,2.0,10.6,31.9,20.2,0,26.0,0,13.2
STU0150,Data Structures & Algorithms,99.0,92.5,100.0,99.5,98.2,0,97.9,0,97.9
STU0150,Statistics for AI,71.8,82.2,60.5,82.4,83.8,0,79.2,0,68.8
STU0151,Machine Learning,64.9,61.6,47.4,55.3,56.9,0,53.9,0,55.4
STU0151,Deep Learning,16.6,26.7,0.0,28.3,29.5,0,27.4,0,10.8
STU0151,Python for AI,100.0,71.4,71.5,96.5,91.4,0,93.4,0,78.6
STU0151,Data Structures & Algorithms,37.8,37.0,51.2,57.8,53.6,0,56.6,0,44.3
STU0151,Statistics for AI,62.7,100.0,79.3,78.4,87.1,0,81.4,0,80.3
STU0152,Machine Learning,49.3,64.2,57.8,60.6,68.1,0,65.1,0,57.3
STU0152,Deep Learning,30.9,48.2,36.9,50.7,49.5,0,50.9,0,38.2
STU0152,Python for AI,85.3,70.2,70.2,83.9,85.8,0,87.1,0,74.0
STU0152,Data Structures & Algorithms,33.6,35.2,23.3,31.3,34.4,0,29.9,0,28.8
STU0152,Statistics for AI,100.0,83.2,90.4,93.0,94.5,0,95.8,0,91.0
STU0153,Machine Learning,49.6,42.3,0.0,36.9,45.2,0,39.6,0,23.0
STU0153,Deep Learning,90.3,100.0,65.9,100.0,100.0,0,100.0,0,80.5
STU0153,Python for AI,90.5,97.4,46.6,97.7,96.7,0,92.2,0,70.3
STU0153,Data Structures & Algorithms,100.0,100.0,64.6,100.0,100.0,0,100.0,0,82.3
STU0153,Statistics for AI,100.0,78.9,61.2,80.5,70.0,0,78.3,0,75.3
STU0154,Machine Learning,25.6,31.6,36.6,47.1,36.1,0,43.0,0,32.6
STU0154,Deep Learning,51.2,30.5,27.3,47.4,39.3,0,40.9,0,34.1
STU0154,Python for AI,62.8,54.6,76.1,72.6,67.9,0,72.6,0,67.4
STU0154,Data Structures & Algorithms,78.8,100.0,91.1,87.3,93.8,0,91.7,0,90.2
STU0154,Statistics for AI,59.2,54.6,30.7,60.6,58.1,0,58.5,0,43.8
STU0155,Machine Learning,52.2,61.8,93.9,77.6,86.5,0,83.4,0,75.5
STU0155,Deep Learning,0.0,0.0,45.5,24.5,21.2,0,26.0,0,22.8
STU0155,Python for AI,67.0,52.6,100.0,97.7,93.6,0,93.2,0,79.9
STU0155,Data Structures & Algorithms,28.6,36.7,71.4,57.2,53.2,0,58.7,0,52.0
STU0155,Statistics for AI,21.4,35.2,95.2,61.5,62.7,0,64.2,0,61.8
STU0156,Machine Learning,0.0,11.7,32.3,12.9,15.1,0,16.7,0,19.1
STU0156,Deep Learning,22.9,21.6,26.5,18.1,26.9,0,23.3,0,24.4
STU0156,Python for AI,2.5,47.3,21.9,30.8,34.3,0,30.5,0,23.4
STU0156,Data Structures & Algorithms,20.2,48.2,50.9,37.7,50.9,0,47.5,0,42.6
STU0156,Statistics for AI,15.3,30.9,17.8,24.3,29.3,0,25.7,0,20.4
STU0157,Machine Learning,19.6,36.6,31.1,22.0,32.4,0,32.4,0,29.6
STU0157,Deep Learning,39.9,33.7,20.7,36.1,34.4,0,34.4,0,28.7
STU0157,Python for AI,59.1,73.0,65.7,66.8,75.2,0,74.2,0,65.9
STU0157,Data Structures & Algorithms,68.6,69.4,88.4,77.0,75.9,0,82.4,0,78.7
STU0157,Statistics for AI,30.3,35.6,28.2,36.7,41.4,0,41.3,0,30.6
STU0158,Machine Learning,54.5,47.1,47.3,64.1,66.9,0,61.4,0,49.1
STU0158,Deep Learning,61.5,28.9,55.9,56.7,44.2,0,50.1,0,50.5
STU0158,Python for AI,97.9,97.3,91.5,98.9,98.3,0,99.1,0,94.5
STU0158,Data Structures & Algorithms,33.3,13.8,30.9,50.2,38.8,0,43.6,0,27.2
STU0158,Statistics for AI,57.7,54.2,42.7,68.7,60.2,0,63.3,0,49.3
STU0159,Machine Learning,39.6,20.2,41.3,55.5,43.8,0,49.7,0,35.6
STU0159,Deep Learning,60.9,34.8,43.4,57.1,48.5,0,49.9,0,45.6
STU0159,Python for AI,33.7,44.5,31.2,47.5,45.9,0,46.4,0,35.1
STU0159,Data Structures & Algorithms,31.1,37.7,34.7,32.1,26.6,0,32.8,0,34.5
STU0159,Statistics for AI,61.1,66.8,73.8,81.9,69.1,0,73.6,0,68.9
STU0160,Machine Learning,44.1,40.9,9.5,35.0,35.8,0,36.5,0,26.0
STU0160,Deep Learning,100.0,96.9,66.1,100.0,97.3,0,97.9,0,82.3
STU0160,Python for AI,42.3,64.6,0.0,46.1,52.8,0,45.6,0,26.7
STU0160,Data Structures & Algorithms,72.5,99.7,29.1,78.6,75.8,0,76.0,0,57.6
STU0160,Statistics for AI,100.0,100.0,47.8,87.2,89.8,0,86.0,0,73.9
STU0161,Machine Learning,20.4,37.4,27.3,29.7,36.8,0,33.2,0,28.1
STU0161,Deep Learning,34.6,23.1,18.5,37.8,36.5,0,36.4,0,23.7
STU0161,Python for AI,79.1,73.3,75.0,71.9,65.9,0,68.4,0,75.6
STU0161,Data Structures & Algorithms,33.3,31.2,16.0,43.5,39.3,0,40.5,0,24.1
STU0161,Statistics for AI,54.5,88.8,59.4,79.5,81.1,0,81.3,0,65.5
STU0162,Machine Learning,15.7,0.0,44.6,39.6,34.1,0,36.0,0,26.2
STU0162,Deep Learning,40.3,26.7,62.7,62.1,55.5,0,55.5,0,48.1
STU0162,Python for AI,40.8,6.2,68.2,60.8,56.1,0,57.0,0,45.8
STU0162,Data Structures & Algorithms,27.1,33.6,62.7,51.6,58.2,0,54.1,0,46.5
STU0162,Statistics for AI,1.1,0.0,24.2,20.2,21.7,0,20.1,0,12.4
STU0163,Machine Learning,31.7,22.8,54.1,44.6,43.5,0,42.9,0,40.7
STU0163,Deep Learning,50.1,13.8,52.4,61.2,45.9,0,56.0,0,42.2
STU0163,Python for AI,68.5,62.7,100.0,79.0,77.4,0,74.9,0,82.8
STU0163,Data Structures & Algorithms,4.7,0.0,25.1,29.4,27.6,0,27.0,0,13.7
STU0163,Statistics for AI,52.0,35.3,71.6,49.8,54.3,0,51.4,0,57.6
STU0164,Machine Learning,48.2,38.7,28.2,48.2,39.3,0,44.0,0,35.8
STU0164,Deep Learning,89.0,95.5,93.6,100.0,100.0,0,100.0,0,92.9
STU0164,Python for AI,82.6,92.7,77.9,89.7,96.7,0,90.9,0,82.8
STU0164,Data Structures & Algorithms,76.7,82.8,86.9,97.1,93.9,0,95.7,0,83.3
STU0164,Statistics for AI,79.5,82.5,80.5,93.5,86.5,0,87.4,0,80.7
STU0165,Machine Learning,14.1,0.0,63.6,40.4,42.8,0,39.3,0,35.3
STU0165,Deep Learning,0.0,5.4,51.2,32.2,31.1,0,33.1,0,27.0
STU0165,Python for AI,8.6,0.0,64.1,38.1,30.4,0,32.7,0,34.2
STU0165,Data Structures & Algorithms,21.8,19.8,70.6,47.9,39.0,0,45.1,0,45.7
STU0165,Statistics for AI,31.5,39.5,73.4,66.2,77.9,0,72.4,0,54.5
STU0166,Machine Learning,84.4,94.6,95.4,89.1,90.2,0,92.6,0,92.5
STU0166,Deep Learning,83.1,58.9,97.1,72.8,75.6,0,80.0,0,84.0
STU0166,Python for AI,75.2,77.3,83.8,69.2,81.8,0,78.0,0,80.0
STU0166,Data Structures & Algorithms,92.4,97.3,87.4,88.3,96.2,0,94.7,0,91.1
STU0166,Statistics for AI,31.0,45.1,39.5,34.8,44.7,0,40.4,0,38.8
STU0167,Machine Learning,92.9,74.5,32.4,72.9,76.7,0,73.6,0,58.1
STU0167,Deep Learning,63.7,76.3,5.7,64.9,65.6,0,65.1,0,37.8
STU0167,Python for AI,60.0,66.4,0.6,37.5,41.6,0,38.9,0,31.9
STU0167,Data Structures & Algorithms,72.5,83.5,44.8,88.3,81.4,0,85.3,0,61.4
STU0167,Statistics for AI,93.4,68.3,23.6,74.7,72.3,0,73.2,0,52.2
STU0168,Machine Learning,13.0,50.3,30.0,37.6,43.7,0,41.0,0,30.8
STU0168,Deep Learning,32.9,20.2,19.6,29.5,28.7,0,28.3,0,23.1
STU0168,Python for AI,51.4,55.2,36.0,46.5,51.6,0,47.0,0,44.7
STU0168,Data Structures & Algorithms,42.2,41.6,44.6,51.7,47.7,0,47.5,0,43.2
STU0168,Statistics for AI,27.4,34.0,5.6,43.5,30.4,0,34.4,0,18.1
STU0169,Machine Learning,72.2,55.7,50.2,84.2,74.3,0,77.6,0,57.1
STU0169,Deep Learning,89.0,73.5,74.7,82.8,75.9,0,78.7,0,78.0
STU0169,Python for AI,64.2,64.9,51.0,71.8,75.9,0,69.1,0,57.8
STU0169,Data Structures & Algorithms,63.6,45.2,44.9,59.5,54.2,0,57.4,0,49.6
STU0169,Statistics for AI,56.5,43.6,51.2,70.9,57.0,0,64.1,0,50.7
STU0170,Machine Learning,31.6,46.8,73.4,58.2,76.1,0,67.0,0,56.3
STU0170,Deep Learning,13.0,31.1,64.5,44.7,47.0,0,46.9,0,43.3
STU0170,Python for AI,48.8,67.3,81.9,84.5,91.5,0,90.6,0,69.9
STU0170,Data Structures & Algorithms,1.1,28.4,52.4,43.2,47.2,0,44.1,0,33.6
STU0170,Statistics for AI,58.3,51.9,78.4,70.9,78.1,0,73.3,0,66.8
STU0171,Machine Learning,30.7,5.7,1.2,36.0,31.7,0,29.4,0,9.7
STU0171,Deep Learning,16.3,5.8,12.5,25.5,15.5,0,18.6,0,11.8
STU0171,Python for AI,6.5,6.0,27.6,29.3,24.8,0,25.7,0,16.9
STU0171,Data Structures & Algorithms,66.1,20.8,38.0,49.9,37.4,0,41.2,0,40.7
STU0171,Statistics for AI,62.6,56.6,85.6,74.7,66.8,0,71.8,0,72.6
STU0172,Machine Learning,18.3,37.5,7.9,34.6,40.8,0,36.0,0,17.9
STU0172,Deep Learning,86.6,93.2,83.2,99.7,91.6,0,95.0,0,86.5
STU0172,Python for AI,68.0,59.1,83.3,75.6,74.0,0,72.8,0,73.4
STU0172,Data Structures & Algorithms,56.4,61.3,50.4,63.9,59.2,0,61.5,0,54.6
STU0172,Statistics for AI,57.0,41.8,55.8,73.8,59.2,0,65.1,0,52.6
STU0173,Machine Learning,29.1,4.7,16.5,27.3,26.7,0,26.9,0,16.7
STU0173,Deep Learning,71.5,45.1,75.6,66.4,56.2,0,61.5,0,67.0
STU0173,Python for AI,31.3,33.7,24.5,46.4,47.7,0,43.6,0,28.5
STU0173,Data Structures & Algorithms,73.4,72.2,56.4,66.7,67.6,0,63.4,0,64.6
STU0173,Statistics for AI,55.0,63.1,84.5,72.1,71.0,0,69.8,0,71.8
STU0174,Machine Learning,65.9,53.2,54.6,49.7,56.3,0,51.9,0,57.1
STU0174,Deep Learning,12.0,27.1,23.4,26.4,21.6,0,24.9,0,21.5
STU0174,Python for AI,46.0,31.0,50.0,36.6,41.5,0,37.5,0,44.2
STU0174,Data Structures & Algorithms,47.0,37.7,48.2,49.9,49.3,0,49.6,0,45.3
STU0174,Statistics for AI,44.7,24.4,28.7,32.3,30.4,0,28.9,0,31.6
STU0175,Machine Learning,49.0,36.1,26.0,49.3,51.1,0,50.0,0,34.3
STU0175,Deep Learning,46.1,58.9,38.1,53.4,60.6,0,56.9,0,45.3
STU0175,Python for AI,36.9,61.2,39.2,60.5,58.7,0,55.9,0,44.1
STU0175,Data Structures & Algorithms,51.3,45.6,41.3,56.4,65.1,0,57.9,0,44.9
STU0175,Statistics for AI,95.1,85.5,78.4,100.0,100.0,0,99.5,0,84.4
STU0176,Machine Learning,78.6,86.2,100.0,93.3,88.7,0,94.0,0,91.2
STU0176,Deep Learning,33.9,18.1,47.8,49.2,41.3,0,51.7,0,36.9
STU0176,Python for AI,37.9,37.5,72.6,52.9,45.6,0,54.8,0,55.1
STU0176,Data Structures & Algorithms,60.5,54.7,100.0,85.5,74.2,0,85.6,0,78.8
STU0176,Statistics for AI,22.0,6.1,30.8,30.5,31.7,0,34.7,0,22.4
STU0177,Machine Learning,32.9,25.6,42.6,40.4,38.8,0,39.2,0,35.9
STU0177,Deep Learning,46.6,48.1,27.0,49.4,45.6,0,45.1,0,37.2
STU0177,Python for AI,45.2,40.9,28.4,47.4,45.1,0,42.4,0,35.7
STU0177,Data Structures & Algorithms,65.1,40.3,56.8,77.6,64.9,0,70.9,0,54.7
STU0177,Statistics for AI,4.9,21.3,18.0,30.5,39.0,0,32.8,0,15.5
STU0178,Machine Learning,64.2,41.9,57.0,64.1,57.8,0,59.6,0,55.0
STU0178,Deep Learning,82.0,80.4,66.5,80.2,91.5,0,87.7,0,73.9
STU0178,Python for AI,38.1,54.2,34.5,43.9,49.1,0,48.2,0,40.3
STU0178,Data Structures & Algorithms,90.2,100.0,87.2,98.4,99.9,0,98.9,0,91.1
STU0178,Statistics for AI,68.2,89.9,87.1,89.0,95.7,0,93.0,0,83.1
STU0179,Machine Learning,17.9,30.6,40.6,44.6,43.2,0,45.1,0,32.4
STU0179,Deep Learning,40.5,17.6,18.4,28.6,23.8,0,28.2,0,23.7
STU0179,Python for AI,61.3,50.2,46.4,55.5,61.8,0,59.8,0,51.1
STU0179,Data Structures & Algorithms,31.4,37.8,59.5,49.0,49.1,0,51.0,0,47.0
STU0179,Statistics for AI,100.0,90.8,91.1,84.5,96.2,0,91.9,0,93.2
STU0180,Machine Learning,46.7,54.9,55.0,51.4,56.1,0,54.8,0,52.9
STU0180,Deep Learning,100.0,88.6,97.1,99.6,99.6,0,99.7,0,95.7
STU0180,Python for AI,96.1,91.5,88.8,96.5,100.0,0,98.8,0,91.3
STU0180,Data Structures & Algorithms,49.9,72.9,54.2,58.1,72.5,0,68.7,0,57.8
STU0180,Statistics for AI,81.2,87.9,100.0,79.1,91.7,0,89.8,0,92.3
STU0181,Machine Learning,69.8,59.8,45.1,62.1,63.8,0,65.7,0,55.0
STU0181,Deep Learning,56.5,56.0,62.7,63.9,61.6,0,64.2,0,59.5
STU0181,Python for AI,31.8,37.8,39.4,48.3,43.9,0,48.3,0,37.1
STU0181,Data Structures & Algorithms,67.2,76.4,48.4,76.1,81.4,0,76.1,0,60.1
STU0181,Statistics for AI,34.0,1.3,32.0,28.1,31.2,0,30.4,0,24.8
STU0182,Machine Learning,59.3,70.8,86.9,68.2,57.7,0,72.0,0,76.0
STU0182,Deep Learning,38.2,43.1,57.3,63.7,50.6,0,63.6,0,49.0
STU0182,Python for AI,86.2,70.4,75.8,79.1,66.3,0,75.8,0,77.1
STU0182,Data Structures & Algorithms,31.8,62.3,69.5,61.1,57.9,0,66.1,0,58.3
STU0182,Statistics for AI,34.3,58.3,55.2,54.0,43.4,0,54.0,0,50.8
STU0183,Machine Learning,100.0,84.1,58.4,96.7,95.4,0,96.8,0,75.2
STU0183,Deep Learning,86.3,49.5,4.7,66.9,63.0,0,64.0,0,36.3
STU0183,Python for AI,66.7,79.8,47.4,61.8,70.1,0,64.7,0,60.3
STU0183,Data Structures & Algorithms,55.7,54.3,3.0,49.1,46.2,0,47.5,0,29.0
STU0183,Statistics for AI,81.5,92.4,19.7,78.9,76.4,0,77.4,0,53.3
STU0184,Machine Learning,6.8,20.9,39.4,35.9,39.6,0,37.1,0,26.6
STU0184,Deep Learning,11.7,12.4,23.5,30.5,36.1,0,33.3,0,17.8
STU0184,Python for AI,88.0,69.4,83.8,93.1,83.2,0,86.4,0,81.3
STU0184,Data Structures & Algorithms,77.6,81.7,53.1,86.9,80.9,0,83.2,0,66.4
STU0184,Statistics for AI,39.6,37.4,25.5,56.3,48.8,0,47.2,0,32.0
STU0185,Machine Learning,67.1,69.4,59.9,71.2,72.9,0,71.5,0,64.1
STU0185,Deep Learning,33.0,23.3,21.3,34.4,31.9,0,31.9,0,24.7
STU0185,Python for AI,28.9,28.3,32.1,36.3,41.3,0,40.6,0,30.3
STU0185,Data Structures & Algorithms,45.9,56.9,36.0,50.8,51.8,0,51.2,0,43.7
STU0185,Statistics for AI,46.6,43.2,42.5,50.8,49.2,0,51.1,0,43.7
STU0186,Machine Learning,0.0,0.0,23.3,17.4,1.9,0,10.2,0,11.6
